epoch,datetime_utc,open,high,low,close
1767628800,2026-01-05 16:00:00,245235.06,247115,243888.58,246510.14
1767643200,2026-01-05 20:00:00,246526.45,248052.35,244859.87,246316.55
1767657600,2026-01-06 00:00:00,246313.26,248041.73,245147.24,246432.98
1767672000,2026-01-06 04:00:00,246427.41,251031.35,245880.5,250042.49
1767686400,2026-01-06 08:00:00,250039.83,250466.78,247596.6,248198.46
1767700800,2026-01-06 12:00:00,248244.58,248942.75,246008.93,246694.38
1767715200,2026-01-06 16:00:00,246689.18,251256.63,246666.88,248788.81
1767729600,2026-01-06 20:00:00,248822.45,254034.17,248777.19,254034.17
1767744000,2026-01-07 00:00:00,254068.53,255609.93,252015.5,252110.38
1767758400,2026-01-07 04:00:00,252150.65,252369.56,248656.25,249632
1767772800,2026-01-07 08:00:00,249660.45,251407.77,248524.65,251118.22
1767787200,2026-01-07 12:00:00,251084.72,253016.14,247373.66,247954.2
1767801600,2026-01-07 16:00:00,247953.49,252704.46,247495.37,249895.68
1767816000,2026-01-07 20:00:00,249861.41,254613.16,249263.61,254166.44
1767830400,2026-01-08 00:00:00,254163.85,259452.11,253754.29,257210.87
1767844800,2026-01-08 04:00:00,257191.96,261278.97,255650.55,259245.02
1767859200,2026-01-08 08:00:00,259235.66,259514.66,252906.37,253314.48
1767873600,2026-01-08 12:00:00,253300.98,254021.59,250484.75,251730.14
1767888000,2026-01-08 16:00:00,251743.77,254604.64,250782.67,251430.18
1767902400,2026-01-08 20:00:00,251381.59,254148.77,248966.51,249175.07
1767916800,2026-01-09 00:00:00,249141,250344.31,248203.18,249407.39
1767931200,2026-01-09 04:00:00,249383.6,253373.68,249050.6,250859.02
1767945600,2026-01-09 08:00:00,250840.86,252130.95,248704.84,249374.17
1767960000,2026-01-09 12:00:00,249395.86,253659.49,248935.3,252591.92
1767974400,2026-01-09 16:00:00,252619.25,253820.1,249922.92,253820.1
1767988800,2026-01-09 20:00:00,253830.51,254142.88,249501.54,252462.46
1768003200,2026-01-10 00:00:00,252480.19,252517.38,249352.85,250576.52
1768017600,2026-01-10 04:00:00,250569.22,253241.98,246755.36,247466.1
1768032000,2026-01-10 08:00:00,247449.36,248289.08,242462.08,243144.07
1768046400,2026-01-10 12:00:00,243130.3,248803.1,243130.3,247854.86
1768060800,2026-01-10 16:00:00,247856.87,251626.75,245708.01,249552.6
